Date,Open,High,Low,Close,Adj Close,Volume
1928-04-23,19.150000,19.150000,19.150000,19.150000,19.150000,0
1928-04-24,19.250000,19.250000,19.250000,19.250000,19.250000,0
1928-04-25,19.330000,19.330000,19.330000,19.330000,19.330000,0
1928-04-26,19.469999,19.469999,19.469999,19.469999,19.469999,0
1928-04-27,19.680000,19.680000,19.680000,19.680000,19.680000,0
1928-04-30,19.750000,19.750000,19.750000,19.750000,19.750000,0
1928-05-01,19.780001,19.780001,19.780001,19.780001,19.780001,0
1928-05-02,19.830000,19.830000,19.830000,19.830000,19.830000,0
1928-05-03,19.930000,19.930000,19.930000,19.930000,19.930000,0
1928-05-04,20.240000,20.240000,20.240000,20.240000,20.240000,0
1928-05-07,20.410000,20.410000,20.410000,20.410000,20.410000,0
1928-05-08,20.270000,20.270000,20.270000,20.270000,20.270000,0
1928-05-09,20.240000,20.240000,20.240000,20.240000,20.240000,0
1928-05-10,20.209999,20.209999,20.209999,20.209999,20.209999,0
1928-05-11,20.360001,20.360001,20.360001,20.360001,20.360001,0
1928-05-14,20.440001,20.440001,20.440001,20.440001,20.440001,0
1928-05-15,20.389999,20.389999,20.389999,20.389999,20.389999,0
1928-05-16,20.049999,20.049999,20.049999,20.049999,20.049999,0
1928-05-17,20.120001,20.120001,20.120001,20.120001,20.120001,0
1928-05-18,19.920000,19.920000,19.920000,19.920000,19.920000,0
1928-05-21,19.629999,19.629999,19.629999,19.629999,19.629999,0
1928-05-22,19.360001,19.360001,19.360001,19.360001,19.360001,0
1928-05-23,19.750000,19.750000,19.750000,19.750000,19.750000,0
1928-05-24,19.870001,19.870001,19.870001,19.870001,19.870001,0
1928-05-25,19.900000,19.900000,19.900000,19.900000,19.900000,0
1928-05-28,19.570000,19.570000,19.570000,19.570000,19.570000,0
1928-05-29,19.820000,19.820000,19.820000,19.820000,19.820000,0
1928-05-31,20.000000,20.000000,20.000000,20.000000,20.000000,0
1928-06-01,20.070000,20.070000,20.070000,20.070000,20.070000,0
1928-06-04,19.799999,19.799999,19.799999,19.799999,19.799999,0
1928-06-05,19.850000,19.850000,19.850000,19.850000,19.850000,0
1928-06-06,19.660000,19.660000,19.660000,19.660000,19.660000,0
1928-06-07,19.610001,19.610001,19.610001,19.610001,19.610001,0
1928-06-08,19.370001,19.370001,19.370001,19.370001,19.370001,0
1928-06-11,18.680000,18.680000,18.680000,18.680000,18.680000,0
1928-06-12,18.340000,18.340000,18.340000,18.340000,18.340000,0
1928-06-13,18.889999,18.889999,18.889999,18.889999,18.889999,0
1928-06-14,19.049999,19.049999,19.049999,19.049999,19.049999,0
1928-06-15,18.740000,18.740000,18.740000,18.740000,18.740000,0
1928-06-18,18.400000,18.400000,18.400000,18.400000,18.400000,0
1928-06-19,18.340000,18.340000,18.340000,18.340000,18.340000,0
1928-06-20,18.570000,18.570000,18.570000,18.570000,18.570000,0
1928-06-21,18.559999,18.559999,18.559999,18.559999,18.559999,0
1928-06-22,18.540001,18.540001,18.540001,18.540001,18.540001,0
1928-06-25,18.469999,18.469999,18.469999,18.469999,18.469999,0
1928-06-26,18.680000,18.680000,18.680000,18.680000,18.680000,0
1928-06-27,18.860001,18.860001,18.860001,18.860001,18.860001,0
1928-06-28,19.070000,19.070000,19.070000,19.070000,19.070000,0
1928-06-29,19.139999,19.139999,19.139999,19.139999,19.139999,0
1928-07-02,18.980000,18.980000,18.980000,18.980000,18.980000,0
1928-07-03,19.290001,19.290001,19.290001,19.290001,19.290001,0
1928-07-05,19.480000,19.480000,19.480000,19.480000,19.480000,0
1928-07-06,19.389999,19.389999,19.389999,19.389999,19.389999,0
1928-07-09,19.459999,19.459999,19.459999,19.459999,19.459999,0
1928-07-10,19.430000,19.430000,19.430000,19.430000,19.430000,0
1928-07-11,18.950001,18.950001,18.950001,18.950001,18.950001,0
1928-07-12,18.809999,18.809999,18.809999,18.809999,18.809999,0
1928-07-13,18.959999,18.959999,18.959999,18.959999,18.959999,0
1928-07-16,18.700001,18.700001,18.700001,18.700001,18.700001,0
1928-07-17,18.799999,18.799999,18.799999,18.799999,18.799999,0
1928-07-18,19.030001,19.030001,19.030001,19.030001,19.030001,0
1928-07-19,18.990000,18.990000,18.990000,18.990000,18.990000,0
1928-07-20,19.030001,19.030001,19.030001,19.030001,19.030001,0
1928-07-23,19.120001,19.120001,19.120001,19.120001,19.120001,0
1928-07-24,19.090000,19.090000,19.090000,19.090000,19.090000,0
1928-07-25,19.200001,19.200001,19.200001,19.200001,19.200001,0
1928-07-26,19.240000,19.240000,19.240000,19.240000,19.240000,0
1928-07-27,19.420000,19.420000,19.420000,19.420000,19.420000,0
1928-07-30,19.469999,19.469999,19.469999,19.469999,19.469999,0
1928-07-31,19.430000,19.430000,19.430000,19.430000,19.430000,0
1928-08-01,19.420000,19.420000,19.420000,19.420000,19.420000,0
1928-08-02,19.330000,19.330000,19.330000,19.330000,19.330000,0
1928-08-03,19.360001,19.360001,19.360001,19.360001,19.360001,0
1928-08-06,19.580000,19.580000,19.580000,19.580000,19.580000,0
1928-08-07,19.490000,19.490000,19.490000,19.490000,19.490000,0
1928-08-08,19.250000,19.250000,19.250000,19.250000,19.250000,0
1928-08-09,19.299999,19.299999,19.299999,19.299999,19.299999,0
1928-08-10,19.250000,19.250000,19.250000,19.250000,19.250000,0
1928-08-13,19.290001,19.290001,19.290001,19.290001,19.290001,0
1928-08-14,19.129999,19.129999,19.129999,19.129999,19.129999,0
1928-08-15,19.469999,19.469999,19.469999,19.469999,19.469999,0
1928-08-16,19.610001,19.610001,19.610001,19.610001,19.610001,0
1928-08-17,19.639999,19.639999,19.639999,19.639999,19.639999,0
1928-08-20,19.770000,19.770000,19.770000,19.770000,19.770000,0
1928-08-21,20.020000,20.020000,20.020000,20.020000,20.020000,0
1928-08-22,20.000000,20.000000,20.000000,20.000000,20.000000,0
1928-08-23,20.020000,20.020000,20.020000,20.020000,20.020000,0
1928-08-24,20.340000,20.340000,20.340000,20.340000,20.340000,0
1928-08-27,20.379999,20.379999,20.379999,20.379999,20.379999,0
1928-08-28,20.540001,20.540001,20.540001,20.540001,20.540001,0
1928-08-29,20.580000,20.580000,20.580000,20.580000,20.580000,0
1928-08-30,20.610001,20.610001,20.610001,20.610001,20.610001,0
1928-08-31,20.870001,20.870001,20.870001,20.870001,20.870001,0
1928-09-04,20.969999,20.969999,20.969999,20.969999,20.969999,0
1928-09-05,21.070000,21.070000,21.070000,21.070000,21.070000,0
1928-09-06,20.940001,20.940001,20.940001,20.940001,20.940001,0
1928-09-07,21.090000,21.090000,21.090000,21.090000,21.090000,0
1928-09-10,20.920000,20.920000,20.920000,20.920000,20.920000,0
1928-09-11,21.080000,21.080000,21.080000,21.080000,21.080000,0
1928-09-12,21.160000,21.160000,21.160000,21.160000,21.160000,0
1928-09-13,21.139999,21.139999,21.139999,21.139999,21.139999,0
1928-09-14,21.139999,21.139999,21.139999,21.139999,21.139999,0
1928-09-17,21.330000,21.330000,21.330000,21.330000,21.330000,0
1928-09-18,21.180000,21.180000,21.180000,21.180000,21.180000,0
1928-09-19,21.180000,21.180000,21.180000,21.180000,21.180000,0
1928-09-20,21.219999,21.219999,21.219999,21.219999,21.219999,0
1928-09-21,21.360001,21.360001,21.360001,21.360001,21.360001,0
1928-09-24,21.430000,21.430000,21.430000,21.430000,21.430000,0
1928-09-25,21.410000,21.410000,21.410000,21.410000,21.410000,0
1928-09-26,21.400000,21.400000,21.400000,21.400000,21.400000,0
1928-09-27,21.129999,21.129999,21.129999,21.129999,21.129999,0
1928-09-28,21.139999,21.139999,21.139999,21.139999,21.139999,0
1928-10-01,21.360001,21.360001,21.360001,21.360001,21.360001,0
1928-10-02,21.260000,21.260000,21.260000,21.260000,21.260000,0
1928-10-03,21.190001,21.190001,21.190001,21.190001,21.190001,0
1928-10-04,21.260000,21.260000,21.260000,21.260000,21.260000,0
1928-10-05,21.219999,21.219999,21.219999,21.219999,21.219999,0
1928-10-08,21.110001,21.110001,21.110001,21.110001,21.110001,0
1928-10-09,21.180000,21.180000,21.180000,21.180000,21.180000,0
1928-10-10,21.410000,21.410000,21.410000,21.410000,21.410000,0
1928-10-11,21.510000,21.510000,21.510000,21.510000,21.510000,0
1928-10-15,21.650000,21.650000,21.650000,21.650000,21.650000,0
1928-10-16,21.719999,21.719999,21.719999,21.719999,21.719999,0
1928-10-17,21.790001,21.790001,21.790001,21.790001,21.790001,0
1928-10-18,21.840000,21.840000,21.840000,21.840000,21.840000,0
1928-10-19,21.959999,21.959999,21.959999,21.959999,21.959999,0
1928-10-22,21.809999,21.809999,21.809999,21.809999,21.809999,0
1928-10-23,21.950001,21.950001,21.950001,21.950001,21.950001,0
1928-10-24,21.990000,21.990000,21.990000,21.990000,21.990000,0
1928-10-25,21.910000,21.910000,21.910000,21.910000,21.910000,0
1928-10-26,21.650000,21.650000,21.650000,21.650000,21.650000,0
1928-10-29,22.000000,22.000000,22.000000,22.000000,22.000000,0
1928-10-30,21.760000,21.760000,21.760000,21.760000,21.760000,0
1928-10-31,21.680000,21.680000,21.680000,21.680000,21.680000,0
1928-11-01,21.990000,21.990000,21.990000,21.990000,21.990000,0
1928-11-02,21.950001,21.950001,21.950001,21.950001,21.950001,0
1928-11-05,22.240000,22.240000,22.240000,22.240000,22.240000,0
1928-11-07,22.240000,22.240000,22.240000,22.240000,22.240000,0
1928-11-08,22.389999,22.389999,22.389999,22.389999,22.389999,0
1928-11-09,22.549999,22.549999,22.549999,22.549999,22.549999,0
1928-11-12,22.840000,22.840000,22.840000,22.840000,22.840000,0
1928-11-13,22.910000,22.910000,22.910000,22.910000,22.910000,0
1928-11-14,22.910000,22.910000,22.910000,22.910000,22.910000,0
1928-11-15,23.030001,23.030001,23.030001,23.030001,23.030001,0
1928-11-16,23.370001,23.370001,23.370001,23.370001,23.370001,0
1928-11-19,23.370001,23.370001,23.370001,23.370001,23.370001,0
1928-11-20,23.570000,23.570000,23.570000,23.570000,23.570000,0
1928-11-21,23.219999,23.219999,23.219999,23.219999,23.219999,0
1928-11-22,23.520000,23.520000,23.520000,23.520000,23.520000,0
1928-11-23,23.700001,23.700001,23.700001,23.700001,23.700001,0
1928-11-26,23.799999,23.799999,23.799999,23.799999,23.799999,0
1928-11-27,23.910000,23.910000,23.910000,23.910000,23.910000,0
1928-11-28,24.190001,24.190001,24.190001,24.190001,24.190001,0
1928-11-30,24.280001,24.280001,24.280001,24.280001,24.280001,0
1928-12-03,23.850000,23.850000,23.850000,23.850000,23.850000,0
1928-12-04,23.910000,23.910000,23.910000,23.910000,23.910000,0
1928-12-05,23.809999,23.809999,23.809999,23.809999,23.809999,0
1928-12-06,22.910000,22.910000,22.910000,22.910000,22.910000,0
1928-12-07,22.360001,22.360001,22.360001,22.360001,22.360001,0
1928-12-10,22.309999,22.309999,22.309999,22.309999,22.309999,0
1928-12-11,22.740000,22.740000,22.740000,22.740000,22.740000,0
1928-12-12,22.520000,22.520000,22.520000,22.520000,22.520000,0
1928-12-13,22.480000,22.480000,22.480000,22.480000,22.480000,0
1928-12-14,22.530001,22.530001,22.530001,22.530001,22.530001,0
1928-12-17,22.440001,22.440001,22.440001,22.440001,22.440001,0
1928-12-18,22.700001,22.700001,22.700001,22.700001,22.700001,0
1928-12-19,22.980000,22.980000,22.980000,22.980000,22.980000,0
1928-12-20,23.070000,23.070000,23.070000,23.070000,23.070000,0
1928-12-21,23.330000,23.330000,23.330000,23.330000,23.330000,0
1928-12-24,23.540001,23.540001,23.540001,23.540001,23.540001,0
1928-12-26,23.440001,23.440001,23.440001,23.440001,23.440001,0
1928-12-27,23.639999,23.639999,23.639999,23.639999,23.639999,0
1928-12-28,23.980000,23.980000,23.980000,23.980000,23.980000,0
1928-12-31,24.350000,24.350000,24.350000,24.350000,24.350000,0
1929-01-02,24.809999,24.809999,24.809999,24.809999,24.809999,0
1929-01-03,24.860001,24.860001,24.860001,24.860001,24.860001,0
1929-01-04,24.850000,24.850000,24.850000,24.850000,24.850000,0
1929-01-07,24.250000,24.250000,24.250000,24.250000,24.250000,0
1929-01-08,24.170000,24.170000,24.170000,24.170000,24.170000,0
1929-01-09,24.540001,24.540001,24.540001,24.540001,24.540001,0
1929-01-10,24.580000,24.580000,24.580000,24.580000,24.580000,0
1929-01-11,24.540001,24.540001,24.540001,24.540001,24.540001,0
1929-01-14,24.590000,24.590000,24.590000,24.590000,24.590000,0
1929-01-15,24.230000,24.230000,24.230000,24.230000,24.230000,0
1929-01-16,24.559999,24.559999,24.559999,24.559999,24.559999,0
1929-01-17,24.690001,24.690001,24.690001,24.690001,24.690001,0
1929-01-18,24.770000,24.770000,24.770000,24.770000,24.770000,0
1929-01-21,24.860001,24.860001,24.860001,24.860001,24.860001,0
1929-01-22,25.070000,25.070000,25.070000,25.070000,25.070000,0
1929-01-23,25.219999,25.219999,25.219999,25.219999,25.219999,0
1929-01-24,25.059999,25.059999,25.059999,25.059999,25.059999,0
1929-01-25,25.480000,25.480000,25.480000,25.480000,25.480000,0
1929-01-28,25.350000,25.350000,25.350000,25.350000,25.350000,0
1929-01-29,25.360001,25.360001,25.360001,25.360001,25.360001,0
1929-01-30,25.450001,25.450001,25.450001,25.450001,25.450001,0
1929-01-31,25.740000,25.740000,25.740000,25.740000,25.740000,0
1929-02-01,25.840000,25.840000,25.840000,25.840000,25.840000,0
1929-02-04,25.639999,25.639999,25.639999,25.639999,25.639999,0
1929-02-05,25.700001,25.700001,25.700001,25.700001,25.700001,0
1929-02-06,25.490000,25.490000,25.490000,25.490000,25.490000,0
1929-02-07,24.709999,24.709999,24.709999,24.709999,24.709999,0
1929-02-08,24.440001,24.440001,24.440001,24.440001,24.440001,0
1929-02-11,24.980000,24.980000,24.980000,24.980000,24.980000,0
1929-02-13,24.950001,24.950001,24.950001,24.950001,24.950001,0
1929-02-14,24.850000,24.850000,24.850000,24.850000,24.850000,0
1929-02-15,24.350000,24.350000,24.350000,24.350000,24.350000,0
1929-02-18,24.389999,24.389999,24.389999,24.389999,24.389999,0
1929-02-19,24.379999,24.379999,24.379999,24.379999,24.379999,0
1929-02-20,24.590000,24.590000,24.590000,24.590000,24.590000,0
1929-02-21,24.860001,24.860001,24.860001,24.860001,24.860001,0
1929-02-25,24.910000,24.910000,24.910000,24.910000,24.910000,0
1929-02-26,24.950001,24.950001,24.950001,24.950001,24.950001,0
1929-02-27,25.250000,25.250000,25.250000,25.250000,25.250000,0
1929-02-28,25.590000,25.590000,25.590000,25.590000,25.590000,0
1929-03-01,25.830000,25.830000,25.830000,25.830000,25.830000,0
1929-03-04,25.490000,25.490000,25.490000,25.490000,25.490000,0
1929-03-05,25.320000,25.320000,25.320000,25.320000,25.320000,0
1929-03-06,24.920000,24.920000,24.920000,24.920000,24.920000,0
1929-03-07,25.150000,25.150000,25.150000,25.150000,25.150000,0
1929-03-08,25.309999,25.309999,25.309999,25.309999,25.309999,0
1929-03-11,24.950001,24.950001,24.950001,24.950001,24.950001,0
1929-03-12,24.969999,24.969999,24.969999,24.969999,24.969999,0
1929-03-13,25.240000,25.240000,25.240000,25.240000,25.240000,0
1929-03-14,25.730000,25.730000,25.730000,25.730000,25.730000,0
1929-03-15,26.080000,26.080000,26.080000,26.080000,26.080000,0
1929-03-18,26.040001,26.040001,26.040001,26.040001,26.040001,0
1929-03-19,26.030001,26.030001,26.030001,26.030001,26.030001,0
1929-03-20,26.020000,26.020000,26.020000,26.020000,26.020000,0
1929-03-21,25.900000,25.900000,25.900000,25.900000,25.900000,0
1929-03-22,25.549999,25.549999,25.549999,25.549999,25.549999,0
1929-03-25,24.510000,24.510000,24.510000,24.510000,24.510000,0
1929-03-26,24.350000,24.350000,24.350000,24.350000,24.350000,0
1929-03-27,25.090000,25.090000,25.090000,25.090000,25.090000,0
1929-03-28,25.530001,25.530001,25.530001,25.530001,25.530001,0
1929-04-01,24.879999,24.879999,24.879999,24.879999,24.879999,0
1929-04-02,25.170000,25.170000,25.170000,25.170000,25.170000,0
1929-04-03,24.860001,24.860001,24.860001,24.860001,24.860001,0
1929-04-04,25.299999,25.299999,25.299999,25.299999,25.299999,0
1929-04-05,25.049999,25.049999,25.049999,25.049999,25.049999,0
1929-04-08,24.830000,24.830000,24.830000,24.830000,24.830000,0
1929-04-09,24.629999,24.629999,24.629999,24.629999,24.629999,0
1929-04-10,24.780001,24.780001,24.780001,24.780001,24.780001,0
1929-04-11,25.059999,25.059999,25.059999,25.059999,25.059999,0
1929-04-12,25.150000,25.150000,25.150000,25.150000,25.150000,0
1929-04-15,25.000000,25.000000,25.000000,25.000000,25.000000,0
1929-04-16,25.059999,25.059999,25.059999,25.059999,25.059999,0
1929-04-17,25.320000,25.320000,25.320000,25.320000,25.320000,0
1929-04-18,25.430000,25.430000,25.430000,25.430000,25.430000,0
1929-04-19,25.410000,25.410000,25.410000,25.410000,25.410000,0
1929-04-22,25.700001,25.700001,25.700001,25.700001,25.700001,0
1929-04-23,25.850000,25.850000,25.850000,25.850000,25.850000,0
1929-04-24,25.750000,25.750000,25.750000,25.750000,25.750000,0
1929-04-25,25.629999,25.629999,25.629999,25.629999,25.629999,0
1929-04-26,25.580000,25.580000,25.580000,25.580000,25.580000,0
1929-04-29,25.530001,25.530001,25.530001,25.530001,25.530001,0
1929-04-30,25.940001,25.940001,25.940001,25.940001,25.940001,0
1929-05-01,25.990000,25.990000,25.990000,25.990000,25.990000,0
1929-05-02,26.110001,26.110001,26.110001,26.110001,26.110001,0
1929-05-03,26.370001,26.370001,26.370001,26.370001,26.370001,0
1929-05-06,26.320000,26.320000,26.320000,26.320000,26.320000,0
1929-05-07,26.070000,26.070000,26.070000,26.070000,26.070000,0
1929-05-08,26.180000,26.180000,26.180000,26.180000,26.180000,0
1929-05-09,26.020000,26.020000,26.020000,26.020000,26.020000,0
1929-05-10,26.340000,26.340000,26.340000,26.340000,26.340000,0
1929-05-13,25.639999,25.639999,25.639999,25.639999,25.639999,0
1929-05-14,25.950001,25.950001,25.950001,25.950001,25.950001,0
1929-05-15,25.840000,25.840000,25.840000,25.840000,25.840000,0
1929-05-16,25.969999,25.969999,25.969999,25.969999,25.969999,0
1929-05-17,26.090000,26.090000,26.090000,26.090000,26.090000,0
1929-05-20,25.389999,25.389999,25.389999,25.389999,25.389999,0
1929-05-21,25.700001,25.700001,25.700001,25.700001,25.700001,0
1929-05-22,24.760000,24.760000,24.760000,24.760000,24.760000,0
1929-05-23,25.309999,25.309999,25.309999,25.309999,25.309999,0
1929-05-24,25.120001,25.120001,25.120001,25.120001,25.120001,0
1929-05-27,24.200001,24.200001,24.200001,24.200001,24.200001,0
1929-05-28,24.590000,24.590000,24.590000,24.590000,24.590000,0
1929-05-29,24.620001,24.620001,24.620001,24.620001,24.620001,0
1929-05-31,24.830000,24.830000,24.830000,24.830000,24.830000,0
1929-06-03,25.270000,25.270000,25.270000,25.270000,25.270000,0
1929-06-04,25.639999,25.639999,25.639999,25.639999,25.639999,0
1929-06-05,25.590000,25.590000,25.590000,25.590000,25.590000,0
1929-06-06,25.639999,25.639999,25.639999,25.639999,25.639999,0
1929-06-07,25.530001,25.530001,25.530001,25.530001,25.530001,0
1929-06-10,25.270000,25.270000,25.270000,25.270000,25.270000,0
1929-06-11,25.430000,25.430000,25.430000,25.430000,25.430000,0
1929-06-12,25.450001,25.450001,25.450001,25.450001,25.450001,0
1929-06-13,25.840000,25.840000,25.840000,25.840000,25.840000,0
1929-06-14,25.930000,25.930000,25.930000,25.930000,25.930000,0
1929-06-17,26.410000,26.410000,26.410000,26.410000,26.410000,0
1929-06-18,26.420000,26.420000,26.420000,26.420000,26.420000,0
1929-06-19,26.320000,26.320000,26.320000,26.320000,26.320000,0
1929-06-20,26.469999,26.469999,26.469999,26.469999,26.469999,0
1929-06-21,26.620001,26.620001,26.620001,26.620001,26.620001,0
1929-06-24,26.620001,26.620001,26.620001,26.620001,26.620001,0
1929-06-25,26.900000,26.900000,26.900000,26.900000,26.900000,0
1929-06-26,27.059999,27.059999,27.059999,27.059999,27.059999,0
1929-06-27,27.110001,27.110001,27.110001,27.110001,27.110001,0
1929-06-28,27.410000,27.410000,27.410000,27.410000,27.410000,0
1929-07-01,27.770000,27.770000,27.770000,27.770000,27.770000,0
1929-07-02,28.059999,28.059999,28.059999,28.059999,28.059999,0
1929-07-03,28.180000,28.180000,28.180000,28.180000,28.180000,0
1929-07-05,28.320000,28.320000,28.320000,28.320000,28.320000,0
1929-07-08,28.370001,28.370001,28.370001,28.370001,28.370001,0
1929-07-09,28.280001,28.280001,28.280001,28.280001,28.280001,0
1929-07-10,28.200001,28.200001,28.200001,28.200001,28.200001,0
1929-07-11,28.260000,28.260000,28.260000,28.260000,28.260000,0
1929-07-12,28.570000,28.570000,28.570000,28.570000,28.570000,0
1929-07-15,28.450001,28.450001,28.450001,28.450001,28.450001,0
1929-07-16,28.650000,28.650000,28.650000,28.650000,28.650000,0
1929-07-17,28.719999,28.719999,28.719999,28.719999,28.719999,0
1929-07-18,28.660000,28.660000,28.660000,28.660000,28.660000,0
1929-07-19,28.760000,28.760000,28.760000,28.760000,28.760000,0
1929-07-22,28.430000,28.430000,28.430000,28.430000,28.430000,0
1929-07-23,28.830000,28.830000,28.830000,28.830000,28.830000,0
1929-07-24,28.639999,28.639999,28.639999,28.639999,28.639999,0
1929-07-25,28.770000,28.770000,28.770000,28.770000,28.770000,0
1929-07-26,28.660000,28.660000,28.660000,28.660000,28.660000,0
1929-07-29,28.180000,28.180000,28.180000,28.180000,28.180000,0
1929-07-30,28.500000,28.500000,28.500000,28.500000,28.500000,0
1929-07-31,28.879999,28.879999,28.879999,28.879999,28.879999,0
1929-08-01,29.080000,29.080000,29.080000,29.080000,29.080000,0
1929-08-02,29.559999,29.559999,29.559999,29.559999,29.559999,0
1929-08-05,29.540001,29.540001,29.540001,29.540001,29.540001,0
1929-08-06,29.430000,29.430000,29.430000,29.430000,29.430000,0
1929-08-07,29.129999,29.129999,29.129999,29.129999,29.129999,0
1929-08-08,29.469999,29.469999,29.469999,29.469999,29.469999,0
1929-08-09,28.379999,28.379999,28.379999,28.379999,28.379999,0
1929-08-12,29.270000,29.270000,29.270000,29.270000,29.270000,0
1929-08-13,29.530001,29.530001,29.530001,29.530001,29.530001,0
1929-08-14,29.620001,29.620001,29.620001,29.620001,29.620001,0
1929-08-15,29.670000,29.670000,29.670000,29.670000,29.670000,0
1929-08-16,30.219999,30.219999,30.219999,30.219999,30.219999,0
1929-08-19,30.500000,30.500000,30.500000,30.500000,30.500000,0
